Exact_X,Exact_Y,Ehrenfest_X,Ehrenfest_Y,CTMQC_X,CTMQC_Y
42.1847097997843,0.997578266796315,1281.00484609607,0.99808381048525,-11.6907677424961,1.00089499727525
65.268332451953,0.997583401054022,1392.58666695788,0.995439589359997,988.604973806596,0.999798134357072
88.3519551041218,0.99758853531173,1496.18561946194,0.939314285907016,1292.55397611749,0.996307019811322
111.435577756291,0.997593669569437,1519.96783718601,0.893052481261577,1350.2635057663,0.996204852859603
134.51920040846,0.997598803827144,1550.93767967664,0.846457381148295,1400.28486718961,0.994551621877842
157.602823060629,0.997603938084852,1578.1013257869,0.789875294084633,1431.07843349895,0.990813668339499
180.686445712798,0.997609072342559,1601.42112429361,0.732460173707955,1461.9155839515,0.97647931998457
203.770068364966,0.997614206600266,1625.98911789628,0.683367114601786,1483.77512350317,0.962300164076728
226.853691017135,0.997619340857974,1654.44431505647,0.624566172498938,1508.3039446211,0.922730915320546
249.937313669304,0.997624475115681,1672.53059354017,0.592392631812475,1531.54078004295,0.885486194950012
273.020936321473,0.997629609373388,1702.26650276181,0.534008063747865,1550.94974110744,0.843524945783944
296.104558973642,0.997634743631096,1733.21238538314,0.493238206858361,1570.34142498727,0.805764212139785
319.188181625811,0.997639877888803,1783.40317731079,0.450392184508454,1589.76212149795,0.760949782619214
342.27180427798,0.99764501214651,1841.13277097204,0.445411954532341,1609.17413866822,0.718245517735828
365.355426930148,0.997650146404217,1906.53636848652,0.445426501595845,1628.57004676537,0.67945777125573
388.439049582317,0.997655280661925,1469.74405607584,0.970969022707167,1647.98256649525,0.636631321565496
411.522672234486,0.997660414919632,1438.82622764253,0.987866060556715,1667.36927910968,0.600079226821508
434.606294886655,0.99766554917734,1757.67616785794,0.467474345685766,1686.77245394723,0.559524754080231
457.689917538823,0.997670683435047,1975.75499203634,0.447060217310361,1710.00548349868,0.523205335949664
480.773540190993,0.997675817692754,2317.13919518137,0.448025827675829,1733.25517086403,0.4828359868159
503.857162843162,0.997680951950462,3995.28676020569,0.448399081137801,1764.11548252357,0.462870570011318
526.940785495331,0.997686086208169,1068.59904619103,0.9993495509523,1794.95183431382,0.448730396430514
550.024408147499,0.997691220465876,-6.97837599980267,0.999110321098609,1848.81875475992,0.447494109960069
573.108030799668,0.997696354723584,,,1879.59691829614,0.447500955637012
596.191653451837,0.997701488981291,,,1906.54093227115,0.444316931457982
619.275276104006,0.997706623238998,,,1994.99620594539,0.452103603744231
642.358898756174,0.997711757496706,,,2025.77436948162,0.452110449421175
665.442521408344,0.997716891754413,,,2052.70526257582,0.4521164393885
688.526144060513,0.99772202601212,,,2095.02523743813,0.452125852194297
711.609766712681,0.997727160269828,,,2125.80340097435,0.45213269787124
734.69338936485,0.997732294527535,,,2156.58156451057,0.452139543548183
757.777012017019,0.997737428785242,,,2187.3597280468,0.452146389225126
780.860634669188,0.99774256304295,,,2218.13789158303,0.452153234902069
803.944257321357,0.997747697300657,,,2248.91605511925,0.452160080579012
827.027879973525,0.997752831558364,,,2279.69421865548,0.452166926255955
850.111502625695,0.997757965816072,,,2310.4723821917,0.452173771932898
873.195125277864,0.997763100073779,,,2341.25054572793,0.452180617609842
896.278747930032,0.997768234331486,,,2372.02870926415,0.452187463286785
919.362370582201,0.997773368589194,,,2402.80687280038,0.452194308963728
938.598722792342,0.997777647137283,,,2433.5850363366,0.452201154640671
1350.28860658175,0.99010221710136,,,2464.36319987283,0.452208000317614
1373.39504815707,0.984559500669754,,,2495.14136340905,0.452214845994557
1396.52659054784,0.972914148479905,,,2525.91952694528,0.4522216916715
1419.68095186175,0.955720945600744,,,2556.6976904815,0.452228537348443
1442.85813209881,0.93297989203227,,,2587.47585401773,0.452235383025386
1466.10452973607,0.893410358039548,,,2618.25401755395,0.452242228702329
1485.45877971579,0.864750741359523,,,2649.03218109018,0.452249074379273
1501.01443962285,0.824254854166013,,,2679.8103446264,0.452255920056216
1520.42877943351,0.780985897337464,,,2710.58850816263,0.452262765733159
1539.89081079354,0.726121932568253,,,2729.82486037277,0.452267044281248
1563.20170992022,0.670870473960407,,,2845.24297363361,0.452292715569785
1578.78931631968,0.62260759580186,,,3995.27944151036,0.450178438940582
1602.06804076473,0.575178606665945,,,,
1621.46488606765,0.536163002032536,,,,
1644.67553405865,0.505285100786404,,,,
1667.84358672645,0.484763187493655,,,,
1690.9705653326,0.474227405441668,,,,
1714.06331555402,0.472013399423651,,,,
1733.29966776416,0.47201767797174,,,,
1756.39698177022,0.46869410181586,,,,
1783.31646540284,0.471474017127841,,,,
1814.11744786221,0.465933012115472,,,,
1852.61525309795,0.459838933453407,,,,
1871.85616909272,0.458733641863634,,,,
1898.80759921775,0.453746566210578,,,,
1921.89806754686,0.452087345261492,,,,
2893.93562640035,0.450524186355543,,,,
2950.45577593867,0.45053675756318,,,,
3102.69615114913,0.450570618856599,,,,
2014.8221877227,0.44884826606385,,,,
2276.0044680635,0.448906358208054,,,,
3995.28310085802,0.449288760039191,,,,
-2.8616098751163,0.998221557034135,,,,
